release_id,repository_name,predicted_probability,risk_tier,top_driver_1,top_driver_2,top_driver_3,recommendation_1,recommendation_2,recommendation_3
312919206,microsoft/vscode,0.4943442195809289,High,"prior_releases_avg_bugs_repo_z (contribution=0.110): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.108): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
315116361,microsoft/vscode,0.5059385856747308,High,"prior_releases_avg_bugs_repo_z (contribution=0.113): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.109): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.007): The volume of commits before this release is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
315998060,microsoft/vscode,0.4952257450982587,High,"prior_releases_avg_bugs_repo_z (contribution=0.113): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.110): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
318254349,microsoft/vscode,0.5063653642538338,High,"prior_releases_avg_bugs_repo_z (contribution=0.116): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.111): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.009): The volume of commits before this release is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
321341220,microsoft/vscode,0.5133509417961013,High,"prior_releases_avg_bugs_repo_z (contribution=0.119): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.113): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.019): The volume of commits before this release is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
321722534,microsoft/vscode,0.4926788466049241,High,"prior_releases_avg_bugs_repo_z (contribution=0.119): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.113): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
325804905,microsoft/vscode,0.5121368889936725,High,"prior_releases_avg_bugs_repo_z (contribution=0.130): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.114): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.013): The volume of commits before this release is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
330727311,microsoft/vscode,0.5166823990155964,High,"prior_releases_avg_bugs_repo_z (contribution=0.137): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.116): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.012): The volume of commits before this release is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
331516246,microsoft/vscode,0.5003376446421312,High,"prior_releases_avg_bugs_repo_z (contribution=0.140): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.116): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
334826672,microsoft/vscode,0.5147838792175442,High,"prior_releases_avg_bugs_repo_z (contribution=0.146): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.117): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",commit_count (contribution=0.009): The volume of commits before this release is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"A very high commit count (a large release) may warrant proportionally more testing time; a very low count paired with elevated risk may indicate the release was small but touched a disproportionately risky area of the codebase -- review change scope, not just change volume."
337124757,microsoft/vscode,0.5121552099027354,High,"prior_releases_avg_bugs_repo_z (contribution=0.146): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.118): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
337125364,microsoft/vscode,0.5167139769800069,High,"prior_releases_avg_bugs_repo_z (contribution=0.146): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.118): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",had_pr_activity (contribution=0.034): Whether any human PR activity was observed in this release's cycle at all.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,"N/A -- structural flag, not independently actionable."
337262896,microsoft/vscode,0.509572219010612,High,"prior_releases_avg_bugs_repo_z (contribution=0.146): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.118): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",pct_merged (contribution=0.011): The share of this cycle's PRs that were merged (vs. closed unmerged) is unusually high or low.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,A low merge rate paired with elevated risk may indicate churn or disagreement during review; investigate closed-unmerged PRs for recurring concerns.
338369768,microsoft/vscode,0.5033180013152597,High,"prior_releases_avg_bugs_repo_z (contribution=0.148): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.118): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
340858462,microsoft/vscode,0.5063858669564786,High,"prior_releases_avg_bugs_repo_z (contribution=0.150): This repository's historical average post-release bug count (from releases whose own outcome was already known at this release's time), expressed relative to this repository's own typical level (repo-normalized, not a raw count).","open_bugs_at_release_repo_z (contribution=0.118): The pre-release open-bug backlog is unusually high or low relative to THIS REPOSITORY'S OWN typical level (a repo-normalized value, not a raw count -- see the raw open_bugs_at_release column for the actual count). NOTE: this relationship runs in OPPOSITE directions for microsoft/vscode versus kubernetes/kubernetes and apache/airflow -- confirm which repository this release belongs to before interpreting the direction.",avg_time_to_merge_hours (contribution=0.006): Pull requests before this release merged unusually quickly or slowly on average.,"Review whether recent releases in this repository have been trending toward more or fewer post-release bugs; a persistently high historical average may warrant a broader process review, not just extra scrutiny on this one release.",For kubernetes/kubernetes or apache/airflow: a high backlog suggests unresolved technical debt risk -- consider prioritizing backlog triage before this release ships. For microsoft/vscode: a LOW backlog was associated with higher risk in this dataset -- investigate whether this reflects under-reporting rather than genuine stability before treating it as reassuring.,Very fast merging paired with elevated risk may indicate reduced review scrutiny; consider a second reviewer pass on the highest-impact changes before shipping.
